
==== Front
BMJ OpenbmjopenbmjopenBMJ Open2044-6055BMJ Group BMA House, Tavistock Square, London, WC1H 9JR bmjopen-2011-00008710.1136/bmjopen-2011-000087Genetics and GenomicsResearch1506169717121692Interaction of early environment, gender and genes of monoamine neurotransmission in the aetiology of depression in a large population-based Finnish birth cohort Early environment, gender and genes in depressionNyman Emma S 123Sulkava Sonja 124Soronen Pia 12Miettunen Jouko 56Loukola Anu 12Leppä Virpi 123Joukamaa Matti 78Mäki Pirjo 5Järvelin Marjo-Riitta 91011Freimer Nelson 12Peltonen Leena 1231314Veijola Juha 56Paunio Tiina 1241 Public Health Genomics Unit, Institute for Molecular Medicine Finland FIMM, University of Helsinki and National Institute for Health and Welfare, Helsinki, Finland2 National Institute for Health and Welfare, Helsinki, Finland3 Department of Medical Genetics, University of Helsinki, Helsinki, Finland4 Department of Psychiatry, Helsinki University Central Hospital, Helsinki, Finland5 Department of Psychiatry, University of Oulu and Oulu University Hospital, Oulu, Finland6 Academy of Finland, Helsinki, Finland7 Tampere School of Public Health, University of Tampere, Tampere, Finland8 Department of Psychiatry, Tampere University Hospital, Tampere, Finland9 Institute of Health Sciences, University of Oulu, Oulu, Finland10 Department of Epidemiology and Public Health, Imperial College, London, UK11 Department of Child and Adolescent Health, National Public Health Institute, Helsinki, Finland12 Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles, California, USA13 Program in Medical and Population Genetics, The Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA14 Wellcome Trust Sanger Institute, Cambridge, UKCorrespondence to Dr Tiina Paunio; tiina.paunio@thl.fi2011 27 8 2011 27 8 2011 1 1 e00008731 1 2011 27 6 2011 © 2011, Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://group.bmj.com/group/rights-licensing/permissions.2011This is an open-access article distributed under the terms of the Creative Commons Attribution Non-commercial License, which permits use, distribution, and reproduction in any medium, provided the original work is properly cited, the use is non commercial and is otherwise in compliance with the license. See: http://creativecommons.org/licenses/by-nc/2.0/ and http://creativecommons.org/licenses/by-nc/2.0/legalcode.Objectives
Depression is a worldwide leading cause of morbidity and disability. Genetic studies have recently begun to elucidate its molecular aetiology. The authors investigated candidate genes of monoamine neurotransmission and early environmental risk factors for depressiveness in the genetically isolated population-based Northern Finland Birth Cohort 1966 (12 058 live births).

Design
The authors ascertained and subdivided the study sample (n=5225) based on measures of early development and of social environment, and examined candidate genes of monoamine neurotransmission, many of which have shown prior evidence of a gene–environment interaction for affective disorders, namely SLC6A4, TPH2, COMT, MAOA and the dopamine receptor genes DRD1–DRD5.

Results and conclusion
The authors observed no major genetic effects of the analysed variants on depressiveness. However, when measures of early development and of social environment were considered, some evidence of interaction was observed. Allelic variants of COMT interacted with high early developmental risk (p=0.005 for rs2239393 and p=0.02 for rs4680) so that the association with depression was detected only in individuals at high developmental risk group (p=0.0046 and β=0.056 for rs5993883–rs2239393–rs4680 risk haplotype CGG including Val158), particularly in males (p=0.0053 and β=0.083 for the haplotype CGG). Rs4274224 from DRD2 interacted with gender (p=0.017) showing a significant association with depressiveness in males (p=0.0006 and β=0.0023; p=0.00005 and β=0.069 for rs4648318–rs4274224 haplotype GG). The results support the role of genes of monoamine neurotransmission in the aetiology of depression conditional on environmental risk and sex, but not direct major effects of monoaminergic genes in this unselected population.

Article summary
Article focus
Impact on depression of monoaminergic candidate genes with prior evidence of gene–environment interaction for affective disorders, and of dopamine receptor genes.

Gene–environment and gene–gender interactions in the aetiology of depression.

Effect of measures of early development and of social environment on depression.

Key messages
Genes of monoamine neurotransmission play a role in the aetiology of depression conditional on environmental risk, especially in males and in individuals at high early developmental risk group; in particular, there is evidence of an interaction with a COMT high-risk haplotype including Val158.

Gender-specific mechanisms and responses to environmental effectors are evident in the regulation of mood.

Strengths and limitations of this study
Depression as defined does not necessarily imply clinical diagnosis of major depression but is based on a self-report or Hopkins Symptom Check List-25 score. Despite this, the prevalence of depressed mood was in the same range as that in earlier reports.

There was a notable drop-out rate of about half of the original cohort members.

The choice of measures of early development and of social environment was limited by the availability of variables collected.

Advantages include the availability of longitudinal follow-up data starting antenatally, enabling inclusion of the environmental dimension without recall bias.

The cohort’s unique genetic structure with isolation and more genetic homogeneity permits identification of genetic-risk loci that may be missed when using more heterogeneous populations.

The subjects are representative of the population, with all cohort members born in the same year and within a geographically defined area.

The study sample’s size is sufficient for identifying genetic variants of moderate impact.

Both genders are represented in almost equal amounts; gender differences exist in both depression and temperament traits such as harm avoidance.

As the sample is a 1-year birth cohort, genetic effects may be isolated from the effects of ageing; some psychiatric traits such as harm avoidance are age-dependent.

EnvironmentmonoaminegenedepressionCohort Study, Psychiatrydepression and mood disordersgeneticsmental healthchild and adolescent psychiatryschizophrenia and psychotic disordersBMJ open
==== Body
Introduction
Depression is a major cause of morbidity worldwide, with major depression affecting 5–7% of the population annually and 16% over a lifetime.1 Although a genetic component in the aetiology of major depression is evident with a 40–50% heritability,2 the predisposing genetic background has so far remained largely undefined, and recent findings from genome-wide association studies also point to a complex underlying architecture.3 Depressed patients frequently exhibit comorbidities such as anxiety and alcohol abuse,4 and certain personality types5–7 have been associated with depression proneness.

Environmental risk factors, in particular stressors influencing during development,8 are considered to have a significant impact on the development and course of depression. It is likely that many of the genetic risk factors for depression interact with the early developmental environment, but recapture of these interactions has remained a challenge for aetiological studies of depression. Although the interplay between genes and environment has been investigated with respect to several psychiatric disorders9 10 including depression, this vast subject still remains largely unexplored. On the other hand, addressing the effects of genes and environment on psychiatric morbidity enables us to examine the two main constituents in their aetiology. Therefore, we wanted to include the environmental dimension in our study in order also to explore gene–environment interactions (G×E).

According to the monoamine hypothesis, depression is caused by underactivity in brain monoamines, such as dopamine, serotonin and norepinephrine.11 Recent results of neuroimaging studies have provided further support for this theory.12 The most solid evidence from candidate gene studies has perhaps been obtained for the interaction of the SLC6A4 gene for serotonin transporter and stressful early and current life events,13 including positive results from a recent review14 and meta-analysis of all studies to date,15 although there are also contradicting results.16 Other robust genetic findings have been obtained on the COMT gene for catechol-O-methyltransferase, an enzyme catabolising catecholamines such as dopamine and norepinephrine, which has been implicated in depression in conjunction with stress,17 and on the MAOA gene for monoamine oxidase A, an enzyme-oxidising neurotransmitter and dietary monoamines such as serotonin, norepinephrine and dopamine, which has been associated with depression in interaction with severity of maltreatment in childhood.17 Furthermore, the TPH2 gene for tryptophan hydroxylase 2, which is the brain-specific form of the key enzyme in serotonin synthesis, has been implicated to interact with stress on disorders of cognitive control and emotional regulation, including depression.18 Within the dopamine transmission, the DRD2 gene for dopamine receptor D2 has been associated with depressiveness and anxiety, combined with an effect of parenting in childhood,19 and the DRD4 gene for dopamine receptor D4 has been associated with an increased risk for obesity in women with seasonal affective disorder.20 Thus, genes from the monoamine neurotransmission system are among the most thoroughly studied in psychiatric genetics and in particular in the aetiology of mood disorders, and have provided perhaps the most robust evidence so far for interaction with various types of risk environments, including childhood environment.

We chose to include these candidate genes of monoamine neurotransmission showing prior evidence of gene–environment interaction, including SLC6A4, TPH2, COMT, MAOA, as well as the dopamine receptor genes DRD1–DRD5, in our study on the aetiology of depression with a particular focus on their interaction with available markers reflecting measures of early development and of social environment. The study was performed in a sample of 5225 individuals from a large Finnish isolated population cohort. As gender is an important confounder for depression and at least some of the genetic liability is gender-specific,2 we also examined gene–gender interactions in this sample.

Methods
Setting
We utilised the genetically isolated Northern Finland Birth Cohort (NFBC 1966) to investigate the effects of candidate genes and environmental risk factors during the development on depressiveness. We subdivided the study sample based on measures of early development arising from the fetal growth environment and neurological development during the first year of life (measure of early development) as well as from the family environment during pregnancy and early childhood (measure of social environment). We examined interactions of these measures with candidate genes of the monoamine neurotransmitter systems, which have prior evidence of gene–environment interactions on affective disorders, namely SLC6A4, TPH2, COMT, MAOA and the dopamine receptor genes DRD1–DRD5.

Study subjects
The Northern Finland Birth Cohort 1966 (NFBC 1966) is a longitudinal 1-year birth cohort from an unselected population (N=12 058 live births) comprising inhabitants of the two northernmost provinces of Finland.21 Data collection was begun during the antenatal period, and follow-up studies were performed at the ages of 1, 14 and 31 years. The cohort study was approved by the Ethical Committee of Oulu University Faculty of Medicine, and written informed consent was obtained from all participants.

In 1997, for the 31-year follow-up study22 all alive cohort members with a known address (N=11 540) were sent a postal questionnaire surveying lifestyle, social status and health (76% participated), including the Hopkins Symptom Check List-25 (HSCL)23 and items on self-reported lifetime depression diagnosis (eg, ‘Has your doctor ever diagnosed a depressive disorder?’). Additionally, cohort members who lived in Northern Finland or had moved to the Helsinki area (N=8465) were invited to a clinical examination (71% participated) with another questionnaire to be filled in later and sent to the research group (61% participated).24 It included, among others, a validated Finnish translation of Cloninger's Temperament and Character Inventory (TCI) questionnaire.25

Current depressive symptoms were assessed by the HSCL questionnaire,26 a 25-item shortened version of an originally 90-item questionnaire. HSCL contains 13-item depression and 10-item anxiety subscales assessing presence and intensity of depressive and anxiety symptoms during the previous week. Answers are scored on a scale from 1 (not bothered) to 4 (extremely bothered). The HSCL total score is the sum of items divided by the number of items answered. We used mainly HSCL total score, as symptoms of depression and anxiety are known to overlap significantly. In the post hoc analyses, in order to better understand the original association signals, the separate HSCL subscales for depressive and anxiety symptoms were also taken into consideration. In addition to current depressive symptoms (HSCL score) and lifetime (diagnosed) depression, we used the TCI temperament trait Harm avoidance5–7 and its subcomponents as a measure of proneness to depression.

The subjects (n=5225; 2509 males, 2716 females; 45% of the 31 year follow-up study sample or 43% of the original study sample) were divided into high- and low-risk groups based on the available information reflecting measures of early neurodevelopment and of social environment (table 1). The markers for the measure of high early developmental risk included (1) low birth weight (<2500 g),21 considered to reflect suboptimal growth environment during fetal life and to increase risk for somatic and psychiatric diseases such as depression in adulthood;27 (2) late motor development as reflected by first standing later than at the age of 10 months;28 and (3) late development of speech, defined by no words at the age of 1 year.28 If two of these risk indicators were present, the subject was classified as having experienced a high-risk environment for early brain development. The markers for the measure of high social risk environment included the occurrence of two or more of the following five indicators for high-risk social environment during pregnancy and early childhood: (1) unwanted pregnancy (rated by mothers of the cohort members at the sixth or seventh month of pregnancy),29 (2) low socio-economic status, shown to be linked with depression in the offspring in earlier studies,30 as defined by father's occupation at birth (no occupation, unskilled worker, or farmer with area under cultivation under 8 hectares), (3) single parenthood at birth, (4) low level of education of mother (less than 9 years of primary school) and (5) low level of information retrieval by the mother related to pregnancy and childcare. There was no significant drop-out in either of the high-risk groups, as 43% and 41% of the individuals of high early developmental and social risk groups, and 47% and 46% of those of the respective low-risk groups, were available for study.

Table 1 Composition of the study sample from the NFBC 1966

	N	Hopkins Symptom Check List score>1.75*	Depression diagnosis	Measure of early development†	Measure of social environment‡	
High-risk§	Low-risk	nd¶	High-risk§	Low-risk	nd§	
Males	2509	169 (7%)	79 (3%)	229 (9%)	2094 (83%)	186 (7%)	912 (36%)	1574 (63%)	23 (0.9%)	
Females	2716	269 (10%)	136 (5%)	193 (7%)	2328 (86%)	195 (7%)	1034 (38%)	1649 (61%)	33 (1.2%)	
All	5225	438 (8%)	215 (4%)	422 (8%)	4422 (85%)	381 (7%)	1946 (37%)	3223 (62%)	56 (1.1%)	
* There is prior support for using the Hopkins Symptom Check List score 1.75 as a cut-off when aiming to identify clinical depression.

† Defined by the presence of two out of three possible indicators for high early developmental risk: low birth weight, late motor development and late development of speech.

‡ Defined by the presence of two out of five possible indicators for high social risk environment: unwanted pregnancy, low socio-economic status, single parenthood, low level of education of mother and low activity for information retrieval by the mother. For further details, see text.

§ Both high early developmental and social risk present in 92 males (3,6%) and 67 females (2,4%).

¶ Not defined.

Genotyping methods
We investigated genes relevant within the context of the monoamine hypothesis of depression: SLC6A4, TPH2, COMT, MAOA and the dopamine receptor genes DRD1–DRD5 (table 2). The genotyping was performed at the Broad Institute (Cambridge, MA) on the HumanCNV370-duo chip (Illumina, San Diego, California) platform according to the manufacturer's instructions. The analysed SNPs included HapMap tag SNPs (http://www.hapmap.org/index.html.en) and were relatively evenly spaced to cover the genes and flanking regions.

Table 2 Interaction (G×E) and correlation (rGE) between genetic variants of genes of monoamine neurotransmission and measures of early development (G×EDev, rGEDev)* and of social environment (G×ESoc, rGSoc)† and gender (G×Sex) on current depressive symptoms (Hopkins Symptom Check List score), and genetic association with Hopkins Symptom Check List score in the complete study sample from the NFBC 1966 (All)

Gene	Gene name	Chromosome	SNP	Position/bp	Minor allele	MAF‡	P (G×EDev)	P (G×ESoc)	P (G×sex)	P (All)	P (rGEDev)	P (rGSoc)	
 rs5993883–rs2239393–rs4680	CGG	0.21	0.0548	0.0046	0.0826	0.0053	0.0211	0.4569	
 rs2239393–rs4680–rs4646316	GGA	0.17	0.0433	0.0344	0.0614	0.0258	0.0213	0.4311	
Empirical p values based on permutation are reported, with p values <0.05 shown in bold.

* Defined by the presence of two out of three possible indicators for high early developmental risk: low birth weight, late motor development and late development of speech.

Haplotype analysis of rs4274224 and rs4581480 from DRD2, which gave evidence suggestive of an association with the HSCL score in the complete sample, and of their neighbouring variants, gave evidence of an association of rs4648318–rs4274224 haplotype GG spanning from block 2 to block 3 of DRD2 (p=0.0007, β=0.041), rs4274224–rs4581480 haplotype GG in block 3 (p=0.0069, β=0.022), and rs4581480–rs7131056 haplotype GA spanning from block 3 to block 4 (p=0.0071, β=0.022) with the HSCL score. The 3-SNP haplotypes rs4648318–rs4274224–rs4581480 haplotype GGG (p=0.0027, β=0.032) and rs4274224–rs4581480–rs7131056 haplotype GGA (p=0.0081, β=0.021) gave evidence of an association in agreement with the findings from the 2-SNP haplotypes as well as the single variants (table 4). As one of the variants contained within these haplotypes, namely rs4274224, also gave evidence of interaction with gender as well as an association with the HSCL score in males, we also examined the association in males alone. The association signal became stronger for all of the risk haplotypes, being strongest for rs4648318–rs4274224 haplotype GG (p=0.00005, β=0.069). Similarly as for the COMT haplotypes, the β-values imply that each of the DRD2 haplotypes accounts for more variance in depression than any individual constituent SNP.

Table 4 Haplotype analysis of DRD2 variants on current depressive symptoms (Hopkins Symptom Check List score) in the complete sample from the NFBC 1966

Gene	Variant	Haplotype	Frequency	Males and females	Males		
β	p Value	β	p Value	
DRD2	2-SNP haplotype analysis							
rs4648318–rs4274224	GG	0.05	0.0409	0.0007	0.0694	0.00005	
rs4274224–rs4581480	GG	0.07	0.0220	0.0069	0.0321	0.0023	
	AA	0.48	0.0116	0.0161	−0.0237	0.0004	
rs4581480–rs7131056	GA	0.07	0.0220	0.0071	0.0322	0.0026	
3-SNP haplotype analysis							
rs4648318–rs4274224–rs4581480	GGG	0.05	0.0326	0.0027	0.0437	0.0019	
rs4274224–rs4581480–rs7131056	GGA	0.07	0.0215	0.0081	0.0317	0.0033	
Empirical p values based on permutation are reported, with p values <0.05 shown in bold.

Haplotype analysis of COMT and DRD2 variants in relation to other neurobehavioural traits
Encouraged by the findings of the haplotype analyses, we tested for associations of haplotypes rs5993883–rs2239393 in COMT and rs4648318–rs4274224 in DRD2, as well as the single variant rs737866 in COMT with other traits related to depression, including the HSCL depression and anxiety subscales, depression diagnosis and TCI temperament trait harm avoidance (table 5). In both genes, it is evident that the association with HSCL stems mainly from the subscale which reflects symptoms of depression and not that reflecting anxiety (with HSCL depression subscale, p=0.018, β=0.075 for COMT haplotype CG and p=0.0015, β=0.060 for DRD2 haplotype GG; with HSCL anxiety subscale, p=0.288, β=0.02 and p=0.02 and β=0.033, respectively). We did not detect any evidence of an association with depression diagnosis or with Harm avoidance or its subcomponents.

Table 5 Haplotype analysis of COMT and DRD2 variants on other neurobehavioural traits in the NFBC1966

Gene	Variant	Group	Gender	HSCL (total)	HSCL (depression)	HSCL (anxiety)	Depression diagnosis	Harm avoidance	
β	p Value	β	p Value	β	p Value	OR	p Value	β	p Value	
COMT	rs737866	High risk	Males	0.0640	0.0254	0.0440	0.2239	0.0150	0.6157	0.7130	0.5004	0.7820	0.3799	
rs5993883-rs2239393 (CG)	High risk	Males	0.0830	0.0040	0.0750	0.0176	0.0200	0.2877	0.2100	0.1506	1.2040	0.1433	
DRD2	rs4648318-rs4274224 (GG)	All	Males	0.0694	0.00005	0.0600	0.0015	0.0326	0.0212	0.8280	0.6798	1.0430	0.07009	
Empirical p values based on permutation are reported, with p values <0.05 shown in bold.

HSCL, Hopkins Symptom Check List.

Discussion
We investigated genetic and environmental risk factors for depression in a genetically isolated Finnish birth cohort by assessing the relative impacts of monoaminergic candidate genes for depression in groups of contrasting (high and low) early developmental and social risk. We did not observe any robust genetic effects of the analysed variants on depressiveness. However, when measures of early development and social environment were considered, some signals for association were observed, although none of them survive correction for multiple testing. Our study sample provided modest evidence of an interaction of COMT with the measure of high early developmental risk, particularly in males, and a contribution of an allelic variant of DRD2 to genetic risk for depressiveness particularly in males (table 2).

The COMT gene encoding for catechol-O-methyltransferase enzyme is among the most investigated genes in psychiatric genetics. The enzyme degrades catecholamine neurotransmitters such as dopamine, norepinephrine and epinephrine by catalysing the transfer of a methyl group from S-adenosylmethionine to the catecholamines. Its enzymatic activity varies according to a G-to-A transition at codon 158 in the COMT gene, resulting in a valine-to-methionine substitution (Val158Met) on the protein level.31 The enzyme encoded by the Val158 allele has a three- to four-fold higher activity than that encoded by the Met158 allele. Here, we found an association of the haplotype comprising rs5993883 between LD blocks 1 and 2 of COMT, as well as rs2239393 and rs4680, which are two variants in virtually complete linkage disequilbrium in block 2, with depressive symptoms in high-developmental-risk males (p=0.0053). The high-risk haplotype included the high-activity variant Val158 of COMT, the allele G of rs4680. This allele has repeatedly been found to be associated with a poor response to pharmacological treatment of depression,32 33 and a European multicentre study identified an association between that allele and early-onset major depression.34 The Val158 allele has already been found earlier to associate with cognitive deficits including poor performance in tasks related to higher-order components of processing35 and perseverative errors, less efficient physiological responses in the prefrontal cortex36 and even schizophrenia based on a meta-analysis,37 although the effect was not significant when studies with allele frequencies deviating from the Hardy–Weinberg equilibrium were excluded.

In our study we observed evidence for an interaction between COMT and a measure of early developmental risk on depressive symptoms. This interaction could not be explained through gene–environment correlations. Nor were we able to detect a significant correlation of the measure of early developmental risk with depressive symptoms, despite prior evidence for the role of its markers, which were low birth weight21 27 and late motor or verbal development,28 in decreased psychiatric health and well-being, including depression. This finding may reflect the presence of other environmental risk indicators which were not examined in our study. However, they may also reflect individual variability in response to the risk environment and presence of genetic factors (such as the COMT haplotype containing Met158) that may relate to resilience, adaptive changes in regulation of emotion reactivity and successful coping with stress.38 The observed risk also seemed to arise from an aggregation of the environmental indicators, as none of the risk items separately gave evidence of G×E with the risk variants from COMT or DRD3 (data not shown). This could reflect a cumulative nature of these environmental influences, such that the effect of one marker may be weak, but the accumulated effect of multiple markers, together with genetic susceptibility, would be strong enough to increase the risk for a deviant development of emotional regulation and thus depressiveness.39 There is some prior evidence of interaction of COMT with a risk environment on psychosis, antisocial behaviour and dissociation. A study on children with ADHD showed a gene–environment interaction between the Val/Val genotype and low birth weight on early-onset antisocial behaviour,40 and the Val158 allele was also found to associate with cannabis use and psychotic symptoms41 and with increasing levels of dissociation in those exposed to higher levels of childhood trauma.42 Interestingly, a recent report43 revealed an impact of that polymorphism on gender-related patterns of regulation of emotions (activation in limbic and paralimbic regions) in line with findings of the present study.

Another main finding of the present study, and statistically the strongest one, was observed in the dopamine receptor D2 gene DRD2, where a haplotype comprising the intronic variants rs4648318 in LD block 2 and rs4274224 in block 3 was found to associate with depressive symptoms particularly in males, regardless of their early environment (p=0.00005). Dopamine receptors have key roles in a variety of processes in the vertebrate central nervous system, and dysfunction in dopaminergic neurotransmission may therefore predispose to a variety of neuropsychiatric disorders. Among the receptor genes, DRD2 has attracted the most attention and has been implied to have a role in the aetiology of several psychiatric disorders. However, there are only a few previous reports on unipolar depression, including positive,44 nominal45 and negative46 47 findings, and for results on depression conditional on risk environment.44 46 48

Our varying results for males and females in general imply different mechanisms of mood regulation and possible gender-specific responses to environmental effectors. Gender differences in depression2 49 as well as in temperament traits49 have previously been reported in various populations, including the current one,50 and the prevalence of depression is higher in women.51 A true gender-specific effect of genetic variants on depressiveness would not be surprising, as there is evidence of gender differences in dopaminergic function52 that may be oestrogen-dependent.

It is noteworthy that despite previous reports of the 5-HTTLPR variant,13 we did not detect any evidence of an association for SLC6A4. Similarly, a recent meta-analysis did not find any evidence of an association with depression alone, or in interaction with stressful life events,16 although a current review14 and a meta-analysis of all studies to date15 support the positive association findings and the role of 5-HTTLPR and stress in depression. The SLC6A4 SNPs included in our study tag the 5-HTTLPR well (D′>0.9), as determined using genotypes from a population-based Finnish Health 2000 study.53 Moreover, the LD measure thus obtained is conservative, since in the population under current study, LD has been shown to be stronger than in the general Finnish population, which was represented by the Health 2000 study sample.54

We did not use the Bonferroni correction for multiple testing, owing to limitations of sample size and expected magnitude of gene effects in complex traits. Although none of the results from the primary analyses (table 2) survive conservative correction, a neurobiological a priori hypothesis based on previously published studies supports the validity of our most robust findings. It is, however, noteworthy that they were observed only when the sample was conditioned on measures of early development or of social environment, or gender. Still, the strongest association signal, obtained using DRD2′s rs4274224 with HSCL score in males (p=0.0006), remains close to statistical significance, even when taking into account the amount of multiple testing performed. The finding was further supported by results of our haplotype analysis containing rs4274224, which showed a statistically significant association with the HSCL score in males (p=0.00005).

There are some limitations in the present study. First, it is notable that depression as defined here did not necessarily signify a clinical diagnosis of major depression. Instead, it was defined based either on self-report or on the score from HSCL, which as a measure has its limitations. However, the prevalence of depressed mood was in the same range as in earlier reports.1 55 Second, there was a notable drop-out rate among the original material of all cohort members. About half of the original cohort members did not participate in this study. Finally, when the NFBC 1966 study was initiated, it was not possible to predict that an investigation such as the present one would one day be conducted. Therefore, we are limited by the original choice of variables to be collected, and the measures of early development or of social environment may only be indicators or markers of risk rather than risk factors themselves.39 It is also noteworthy that we did not detect any association of our measure of current depression with the measure of high early developmental risk, despite it being formulated based on previous reports of their effects on psychiatric health and well-being.27–30 However, the effect of genetic risk may be modulated by early life stress, even though the direct link between early life environment and current status would be too weak to be detected in our study sample, and this modulating effect may be seen in the results of the G×E analysis.

The current study has several potential advantages, such as the availability of longitudinal follow-up data starting antenatally, enabling us to include the environmental dimension without any risk of recall bias. Another advantage is the unique genetic structure of our study cohort, characterised by isolation, founder effect, multiple bottlenecks and more genetic homogeneity compared with many other isolates,56 allowing us to identify genetic risk loci that may be missed in the screening of other more heterogeneous populations. Furthermore, the subjects were representative, with all cohort members born in the same year and within a geographically defined area.

In addition, the size of the sample is sufficient to identify genetic variants of moderate impact. We also have both genders represented in almost equal amounts (48% males, 52% females), which is notable since gender differences are evident both in depression2 49 and in temperament traits—for example, harm avoidance.49 Furthermore, it is beneficial that the sample is a 1-year birth cohort, as it is well established that some psychiatric traits, such as harm avoidance57 of temperament, are age-dependent. We can therefore isolate genetic effects from the effects of ageing.

Our results support a modest role of COMT and DRD2, two genes of monoamine neurotransmission, in the aetiology of depression conditional on environmental risk, particularly in males, though not direct effects of monoaminergic genes in this unselected population. These findings imply that the nature of the role of monoaminergic genes in depression should be examined further in future studies, and pending replication in other, independent population samples.

Supplementary Material
Author's manuscript
 Reviewer comments
 To cite: Nyman ES, Sulkava S, Soronen P, et al. Interaction of early environment, gender and genes of monoamine neurotransmission in the aetiology of depression in a large population-based Finnish birth cohort. BMJ Open 2011;1:e000087. doi:10.1136/bmjopen-2011-000087

Funding: This study was funded by the Academy of Finland's CoE in Complex Disease Genetics; the Biocentrum Helsinki Foundation; the Academy of Finland's grant to the NFBC Studies to TP, Post-doctoral Fellowship to AL and Academy Researcher Fellowship to JM; the University of Helsinki Research Foundation grant for young researchers to ESN; and the Signe and Ane Gyllenberg Foundation grant to PM.

Competing interests: None.

Patient consent: Obtained.

Ethics approval: Ethics approval was provided by the Ethical Committee of Oulu University Faculty of Medicine.

Contributors: TP, ESN, SS, JM, M-RJ, JV, NF, PM, LP and M-RJ designed the study and wrote the protocol. ESN and, to some extent, TP also managed the literature searches. SS and ESN undertook the statistical analyses. ESN and TP wrote the first draft of the manuscript, and all authors contributed to its later versions. All authors contributed to and have approved the final manuscript.

Provenance and peer review: Not commissioned; externally peer reviewed.

Data sharing statement: Additional data on this study available from the corresponding author at tiina.paunio@thl.fi.
==== Refs
References
1 Kessler RC Berglund P Demler O   The epidemiology of major depressive disorder: results from the National Comorbidity Survey Replication (NCS-R) . JAMA  2003 ;289 :3095 –105 12813115 
2 Kendler KS Gatz M Gardner CO   A Swedish national twin study of lifetime major depression . Am J Psychiatry  2006 ;163 :109 –14 16390897 
3 Bosker FJ Hartman CA Nolte IM   Poor replication of candidate genes for major depressive disorder using genome-wide association data . Mol Psychiatry  2011 ;16 :516 –32 20351714 
4 Melartin TK Rytsala HJ Leskela US   Current comorbidity of psychiatric disorders among DSM-IV major depressive disorder patients in psychiatric care in the Vantaa Depression Study . J Clin Psychiatry  2002 ;63 :126 –34 11874213 
5 Jylha P Isometsa E   The relationship of neuroticism and extraversion to symptoms of anxiety and depression in the general population . Depress Anxiety  2006 ;23 :281 –9 16688731 
6 Jylha P Isometsa E   Temperament, character and symptoms of anxiety and depression in the general population . Eur Psychiatry  2006 ;21 :389 –95 16360306 
7 Cloninger CR Svrakic DM Przybeck TR   Can personality assessment predict future depression? A twelve-month follow-up of 631 subjects . J Affect Disord  2006 ;92 :35 –44 16442638 
8 Ansorge MS Hen R Gingrich JA   Neurodevelopmental origins of depressive disorders . Curr Opin Pharmacol  2007 ;7 :8 –17 17188022 
9 Caspi A Moffitt TE   Gene–environment interactions in psychiatry: joining forces with neuroscience . Nat Rev Neurosci  2006 ;7 :583 –90 16791147 
10 Cerda M Sagdeo A Johnson J   Genetic and environmental influences on psychiatric comorbidity: a systematic review . J Affect Disord  126 :14 –38 20004978 
11 Schildkraut JJ   The catecholamine hypothesis of affective disorders: a review of supporting evidence . Am J Psychiatry  1965 ;122 :509 –22 5319766 
12 Meyer-Lindenberg A   Neural connectivity as an intermediate phenotype: brain networks under genetic control . Hum Brain Mapp  2009 ;30 :1938 –46 19294651 
13 Caspi A Sugden K Moffitt TE   Influence of life stress on depression: moderation by a polymorphism in the 5-HTT gene . Science  2003 ;301 :386 –9 12869766 
14 Uher R McGuffin P   The moderation by the serotonin transporter gene of environmental adversity in the etiology of depression: 2009 update . Mol Psychiatry  2010 ;15 :18 –22 20029411 
15 Karg K Burmeister M Shedden K   The serotonin transporter promoter variant (5-HTTLPR), stress, and depression meta-analysis revisited: evidence of genetic moderation . Arch Gen Psychiatry  2011 ;68 :444 –54 21199959 
16 Risch N Herrell R Lehner T   Interaction between the serotonin transporter gene (5-HTTLPR), stressful life events, and risk of depression: a meta-analysis . JAMA . 2009 ;301 :2462 –71 19531786 
17 Opmeer EM Kortekaas R Aleman A   Depression and the role of genes involved in dopamine metabolism and signalling . Prog Neurobiol  2010 ;92 :112 –33 20558238 
18 Waider J Araragi N Gutknecht L   Tryptophan hydroxylase-2 (TPH2) in disorders of cognitive control and emotion regulation: a perspective . Psychoneuroendocrinology  2011 ;36 :393 –405 21257271 
19 Hayden EP Klein DN Dougherty LR   The dopamine D2 receptor gene and depressive and anxious symptoms in childhood: associations and evidence for gene–environment correlation and gene–environment interaction . Psychiatr Genet  2010 ;20 :304 –10 20526230 
20 Levitan RD Masellis M Lam RW   A birth-season/DRD4 gene interaction predicts weight gain and obesity in women with seasonal affective disorder: a seasonal thrifty phenotype hypothesis . Neuropsychopharmacology  2006 ;31 :2498 –503 16760922 
21 Rantakallio P   Groups at risk in low birth weight infants and perinatal mortality . Acta Paediatr Scand  1969 ;193 (Suppl 193 ):1+ 4911003 
22 Haapea M Miettunen J Laara E   Non-participation in a field survey with respect to psychiatric disorders . Scand J Public Health  2008 ;36 :728 –36 18647788 
23 Veijola J Jokelainen J Laksy K   The Hopkins Symptom Checklist-25 in screening DSM-III-R axis-I disorders . Nord J Psychiatry  2003 ;57 :119 –23 12745774 
